App ID,Name,Image URL,Minutes of Playtime,Main,Main + Extra,Completionist,Achievements completed, Achievements total, Percentage
1128810,RISK: Global Domination,http://media.steampowered.com/steamcommunity/public/images/apps/1128810/ecc6f7301e88a88e93edec1a3d4ddcc7ec9c5335.jpg,86,14.42,27.27,34.31,7,55,12.73
1147970,Abode 2,http://media.steampowered.com/steamcommunity/public/images/apps/1147970/3fe596eebdf989b9d2944233feed84433487f8b2.jpg,0,1.53,1.78,1.96,NA,NA,NA
1150690,OMORI,http://media.steampowered.com/steamcommunity/public/images/apps/1150690/29c42e099c6527a041bf17812d140508fab9c387.jpg,137,21.34,28.76,72.62,1,84,1.19
1151640,Horizon Zero Dawn Complete Edition,http://media.steampowered.com/steamcommunity/public/images/apps/1151640/08a1b6df68bdc8c28c974b79325ed8c89417af48.jpg,325,29.3,52.37,75.8,7,79,8.86
1085660,Destiny 2,http://media.steampowered.com/steamcommunity/public/images/apps/1085660/fce050d63f0a2f8eb51b603c7f30bfca2a301549.jpg,3010,12.23,41.27,183.87,14,23,60.87
1167630,Teardown,http://media.steampowered.com/steamcommunity/public/images/apps/1167630/2820515b4c8ed6e78724c6a0e5903e7c2a95dce8.jpg,940,12.57,23.6,28.35,5,27,18.52
1170970,Marbles on Stream,http://media.steampowered.com/steamcommunity/public/images/apps/1170970/f9af9e6dba742ed3643cb0d9d8c88163ea044f9a.jpg,0,0.0,0.0,0.0,0,38,0.0
1171140,Countersnipe,http://media.steampowered.com/steamcommunity/public/images/apps/1171140/022b096008c79a8874adef562779d571d39a7532.jpg,135,0.0,0.0,0.0,11,83,13.25
1172470,Apex Legends,http://media.steampowered.com/steamcommunity/public/images/apps/1172470/6cc35932af780289ae3d8d5cdbfe9cd545decad2.jpg,287,34.06,68.05,135.78,0,12,0.0
1174180,Red Dead Redemption 2,http://media.steampowered.com/steamcommunity/public/images/apps/1174180/5106abd9c1187a97f23295a0ba9470c94804ec6c.jpg,374,50.56,83.4,188.38,2,51,3.92
1229490,ULTRAKILL,http://media.steampowered.com/steamcommunity/public/images/apps/1229490/665f952065f0512a2079efd77308e6a5af23dfd6.jpg,539,5.59,13.53,45.24,NA,NA,NA
1237970,Titanfall 2,http://media.steampowered.com/steamcommunity/public/images/apps/1237970/d73c7e572859bd7490947d1aeab5c33eda18fd64.jpg,4061,6.1,8.33,16.14,50,50,100.0
1270850,Karma City Police,http://media.steampowered.com/steamcommunity/public/images/apps/1270850/e5a212f6675d27f1d7af25ce16f771c7f64f80c7.jpg,0,0.0,4.5,5.87,0,24,0.0
1275350,Ninja Kiwi Archive,http://media.steampowered.com/steamcommunity/public/images/apps/1275350/4d7f75cfdf614baab330c2e63559d6e600b273e9.jpg,0,0.0,0.0,9.49,NA,NA,NA
1276390,Bloons TD Battles 2,http://media.steampowered.com/steamcommunity/public/images/apps/1276390/a7dc725886824299daeecb20076e7fbd6615927d.jpg,449,8.0,0.0,0.0,NA,NA,NA
1282270,Strinova,http://media.steampowered.com/steamcommunity/public/images/apps/1282270/518dc2e6b49d69a1d5ccb7f5415d76cdb878803b.jpg,0,5.73,0.0,140.2,NA,NA,NA
825190,MisBits,http://media.steampowered.com/steamcommunity/public/images/apps/825190/9dda1448164c28ffd874d1498acc356c448a1b20.jpg,5,0.0,0.0,0.0,1,28,3.57
1286830,STAR WARS: The Old Republic,http://media.steampowered.com/steamcommunity/public/images/apps/1286830/cee1e2970e9535767d963bf3c2c4011adb100609.jpg,0,79.84,190.98,885.95,0,191,0.0
1291500,Kill It With Fire: IGNITION,http://media.steampowered.com/steamcommunity/public/images/apps/1291500/6fd4268c9e467fbe5f28a307240c40622e532eed.jpg,6,0.78,0.0,0.0,NA,NA,NA
1343400,RuneScape,http://media.steampowered.com/steamcommunity/public/images/apps/1343400/021f59318858b7b3081a5dc083e7e302f1882f00.jpg,0,635.08,2112.66,6029.7,0,20,0.0
1382070,Viewfinder,http://media.steampowered.com/steamcommunity/public/images/apps/1382070/6da05b88ad6faf05ea093baa77177700961ff056.jpg,156,4.0,5.02,6.16,12,46,26.09
1468260,Leaf Blower Revolution - Idle Game,http://media.steampowered.com/steamcommunity/public/images/apps/1468260/2d4f99c08afe2e11673db964da768953e752a0fc.jpg,388,58.25,176.43,516.24,9,24,37.5
1476970,IdleOn - The Idle MMO,http://media.steampowered.com/steamcommunity/public/images/apps/1476970/8eae2b19c35dc4319a58ec553e4fb28f8eb60e84.jpg,126,0.0,0.0,0.0,4,68,5.88
1499120,I Expect You To Die 2,http://media.steampowered.com/steamcommunity/public/images/apps/1499120/7901721f5823a389be1147cc48a694a1e72af911.jpg,0,3.68,4.12,7.21,0,19,0.0
1509650,I Am Jesus Christ: Prologue,http://media.steampowered.com/steamcommunity/public/images/apps/1509650/7c12977c65c25070c5fd376c10e7613fdf29ab07.jpg,0,1.17,0.0,1.38,NA,NA,NA
1583720,Entropy : Zero 2,http://media.steampowered.com/steamcommunity/public/images/apps/1583720/36784eb5817acca900ffdd1ce329cc1ac91e027f.jpg,0,7.11,8.67,18.11,0,39,0.0
823130,Totally Accurate Battlegrounds,http://media.steampowered.com/steamcommunity/public/images/apps/823130/920902c516d435c3d9a6c5ef92e3cd4372f9314b.jpg,56,1.75,2.97,8.0,NA,NA,NA
1568590,Goose Goose Duck,http://media.steampowered.com/steamcommunity/public/images/apps/1568590/3b802d5010d6d5d72c93a8565b260c6042cc9390.jpg,0,4.25,7.0,16.5,0,38,0.0
1485080,Just Act Natural,http://media.steampowered.com/steamcommunity/public/images/apps/1485080/4a7143f689b3c7fd24b4f145062e2e8da73ed64d.jpg,0,0.0,0.0,0.0,0,30,0.0
1608230,Planet of Lana,http://media.steampowered.com/steamcommunity/public/images/apps/1608230/bdd2e1185b697ebe383d5f09754d3ca7fb484971.jpg,423,4.6,5.15,5.78,25,25,100.0
1671200,Honkai Impact 3rd,http://media.steampowered.com/steamcommunity/public/images/apps/1671200/525d8e23e908bfe8cb5dcb093a4eb2528a0f55ad.jpg,0,110.02,179.71,362.37,NA,NA,NA
1353300,Idle Slayer,http://media.steampowered.com/steamcommunity/public/images/apps/1353300/4a2e0701c61812a2895147b9c992c72c31ca46d7.jpg,31,34.61,57.02,57.5,48,641,7.49
1687950,Persona 5 Royal,http://media.steampowered.com/steamcommunity/public/images/apps/1687950/2f868d8c16fc357dc7122d440b9de3916e36e6fa.jpg,1047,101.31,122.84,141.78,16,53,30.19
1690730,Incremental Cubes,http://media.steampowered.com/steamcommunity/public/images/apps/1690730/4fe3b510f51d8e82e8b7d6206f8656fc15462d8a.jpg,498,0.0,0.0,0.0,5,16,31.25
1714040,Super Auto Pets,http://media.steampowered.com/steamcommunity/public/images/apps/1714040/741a65b9af8572a8bffe15fe50ca2e35479d1526.jpg,29,17.91,99.32,460.64,NA,NA,NA
1240440,Halo Infinite,http://media.steampowered.com/steamcommunity/public/images/apps/1240440/ec684b943169d675439f6cdf64fa2f2aa90d9821.jpg,0,11.32,19.37,29.33,0,144,0.0
1782210,Crab Game,http://media.steampowered.com/steamcommunity/public/images/apps/1782210/e1afdaf96f55771d1d5ea4c9692d0f707ab0110b.jpg,21,3.42,5.34,47.8,NA,NA,NA
986130,Shadows of Doubt,http://media.steampowered.com/steamcommunity/public/images/apps/986130/64dc4dc0a5502c03145b69ffe8ebcea7842031a8.jpg,46,17.43,25.2,54.94,0,32,0.0
1797880,Lost Light,http://media.steampowered.com/steamcommunity/public/images/apps/1797880/542cf802a2484ce772c8e7209227bbf5e5dea044.jpg,0,0.0,0.0,0.0,NA,NA,NA
1809540,Nine Sols,http://media.steampowered.com/steamcommunity/public/images/apps/1809540/9ba25f8e1b636ee56cc37196eb6fbcc13defac8e.jpg,246,21.33,27.31,31.94,2,35,5.71
1815780,Asphalt Legends Unite,http://media.steampowered.com/steamcommunity/public/images/apps/1815780/c781860674f7a7e912efd7609aa1e1302241b410.jpg,0,104.68,143.07,564.45,0,42,0.0
1818450,STALCRAFT: X,http://media.steampowered.com/steamcommunity/public/images/apps/1818450/6f0260e0ef252b950afec5c11ccc55fc95161c01.jpg,0,0.0,0.0,0.0,0,17,0.0
1818750,MultiVersus,http://media.steampowered.com/steamcommunity/public/images/apps/1818750/01fb7eab28b80a06e4da69a6b3d76dbe383bea8e.jpg,253,4.97,42.19,88.55,8,28,28.57
1823930,Wavetale,http://media.steampowered.com/steamcommunity/public/images/apps/1823930/1ba8c4ef42ae9236aa63905538a4f422f2569ed4.jpg,84,4.38,5.16,6.12,5,14,35.71
1845630,Aim Lab VR,http://media.steampowered.com/steamcommunity/public/images/apps/1845630/42d1a6c3a7fa1821a4efba2fc1399fdd553544f1.jpg,0,0.0,0.0,0.0,NA,NA,NA
1859280,7 Days to End with You,http://media.steampowered.com/steamcommunity/public/images/apps/1859280/60af6889af0d78105d3d611e1a1a43843d68d97e.jpg,34,3.23,4.97,5.14,NA,NA,NA
578080,PUBG: BATTLEGROUNDS,http://media.steampowered.com/steamcommunity/public/images/apps/578080/609f27278aa70697c13bf99f32c5a0248c381f9d.jpg,0,103.02,308.67,678.37,0,37,0.0
1599340,Lost Ark,http://media.steampowered.com/steamcommunity/public/images/apps/1599340/4e4ef2862189e1f1d3052125fb1ed6cb42bcaaf8.jpg,0,48.21,204.54,715.93,0,156,0.0
1902490,Aperture Desk Job,http://media.steampowered.com/steamcommunity/public/images/apps/1902490/3e71e5682e61ce692a4475b9d16ea6e026ac3233.jpg,0,0.54,0.54,0.54,NA,NA,NA
1928420,Farlight 84,http://media.steampowered.com/steamcommunity/public/images/apps/1928420/41bd1544028c95888fabadbf1a4f6cce368cfbcd.jpg,0,0.0,78.0,0.0,NA,NA,NA
1942280,Brotato,http://media.steampowered.com/steamcommunity/public/images/apps/1942280/256b74e935280a11e9cfdfc03e02137bbf0c9a7a.jpg,766,4.95,21.63,58.03,50,176,28.41
1955960,HAWKED,http://media.steampowered.com/steamcommunity/public/images/apps/1955960/7a9df41684f397d3d5f31ff8c4fce8010a7f6054.jpg,87,0.0,0.0,0.0,0,29,0.0
1961460,Project Playtime,http://media.steampowered.com/steamcommunity/public/images/apps/1961460/c443ac07bed8665c5bef29464351c3b236684759.jpg,0,0.0,0.0,0.0,NA,NA,NA
1973530,Limbus Company,http://media.steampowered.com/steamcommunity/public/images/apps/1973530/37cc38d5fff9b40f682abd05e7cb3f429629823c.jpg,0,33.62,60.99,790.52,NA,NA,NA
1974050,Torchlight: Infinite,http://media.steampowered.com/steamcommunity/public/images/apps/1974050/77ce83c970c9f04b29a7381302fb35b152786c74.jpg,0,4.69,28.07,0.0,0,43,0.0
1976440,CounterSide,http://media.steampowered.com/steamcommunity/public/images/apps/1976440/c1f4a95b95894dac0827b2918193a36c0d617e05.jpg,0,0.0,0.0,0.0,NA,NA,NA
1977530,One-armed cook,http://media.steampowered.com/steamcommunity/public/images/apps/1977530/432f7c9b7de50ad808f1d7f7718bbe9617798b50.jpg,35,1.0,0.0,12.58,0,22,0.0
1985690,The Looker,http://media.steampowered.com/steamcommunity/public/images/apps/1985690/3171264caf25b765083dfd21a5f9c7ba099fe56f.jpg,66,1.23,1.37,1.41,10,10,100.0
1721470,Poppy Playtime,http://media.steampowered.com/steamcommunity/public/images/apps/1721470/2035ade9393613f669a77e23d09b1fa22ac77481.jpg,0,0.91,1.44,1.78,NA,NA,NA
2012840,Portal with RTX,http://media.steampowered.com/steamcommunity/public/images/apps/2012840/611a08d5cfa11033ef96de3ba890ba379dd76fa1.jpg,1,3.12,5.24,10.22,10,15,66.67
1575870,UpGun,http://media.steampowered.com/steamcommunity/public/images/apps/1575870/8710c07d892e9068e9f33019589b4bd4d2308584.jpg,0,0.0,0.0,0.0,0,107,0.0
2064650,Tower of Fantasy,http://media.steampowered.com/steamcommunity/public/images/apps/2064650/41554497b2fc3410ee76d45af00d6f2ab4003990.jpg,0,83.88,124.4,0.0,NA,NA,NA
2073850,THE FINALS,http://media.steampowered.com/steamcommunity/public/images/apps/2073850/9532db560dca3b4982f4af3f5981b6b2ce2a6909.jpg,0,5.77,37.71,326.82,0,50,0.0
2074920,The First Descendant,http://media.steampowered.com/steamcommunity/public/images/apps/2074920/a07ab51050a8e03993b1860ae929da51287f283b.jpg,0,38.19,59.54,119.55,0,24,0.0
2087030,Shatterline,http://media.steampowered.com/steamcommunity/public/images/apps/2087030/595dea82c36636facad5e7998abb4329be9106e2.jpg,0,0.39,0.67,0.92,0,1,0.0
552500,Warhammer: Vermintide 2,http://media.steampowered.com/steamcommunity/public/images/apps/552500/a671f2ddf7359beba9702ac097baf6d50cb07202.jpg,0,10.92,28.68,134.94,0,26,0.0
40990,Mafia,http://media.steampowered.com/steamcommunity/public/images/apps/40990/3c86a0fd4f94a97b6f4ce31b5c31532e2098fe7b.jpg,0,16.13,18.24,21.2,NA,NA,NA
2139460,Once Human,http://media.steampowered.com/steamcommunity/public/images/apps/2139460/e1c29227c162232120c15edcf282df61ee35f091.jpg,0,30.0,76.86,158.43,NA,NA,NA
2141910,Magic: The Gathering Arena,http://media.steampowered.com/steamcommunity/public/images/apps/2141910/7d47257d34e74c04121cbdffd23af8eaa2914a85.jpg,0,50.0,54.44,400.0,NA,NA,NA
2162800,shapez 2,http://media.steampowered.com/steamcommunity/public/images/apps/2162800/6019bc1c0fd5c900dfa79ca1e72f7594a6dd5808.jpg,174,20.0,35.49,66.7,NA,NA,NA
1222670,The Sims 4,http://media.steampowered.com/steamcommunity/public/images/apps/1222670/ca6bc8b2411bce4a2cd325ab75f0204bc3a4ad98.jpg,0,21.89,103.2,286.96,NA,NA,NA
1938090,Call of Duty,http://media.steampowered.com/steamcommunity/public/images/apps/1938090/8eaf32220060344996cbf11f697a4f4be943e5f3.jpg,30,6.87,8.94,9.81,0,107,0.0
2225070,Trackmania,http://media.steampowered.com/steamcommunity/public/images/apps/2225070/4b0f99cb45eef02df25bee27eb3d52052e8f8b55.jpg,684,8.84,46.71,256.81,NA,NA,NA
1386890,Hyper Dash,http://media.steampowered.com/steamcommunity/public/images/apps/1386890/8c710c32533152db7114f2d854a77044b2265db8.jpg,0,0.0,0.0,0.0,0,5,0.0
2281730,Combat Master,http://media.steampowered.com/steamcommunity/public/images/apps/2281730/6d21b6a817f63c5ad327da04fecda3d4f9c7e455.jpg,0,0.0,0.0,0.0,NA,NA,NA
2296380,I Expect You To Die 3,http://media.steampowered.com/steamcommunity/public/images/apps/2296380/63c534277256c125cb96ef428e77343fc9edf706.jpg,0,4.89,6.79,10.62,0,16,0.0
2302990,Vacuum Warrior,http://media.steampowered.com/steamcommunity/public/images/apps/2302990/d353e56f6105fd944946e1835fc1039aede5b8b7.jpg,524,40.0,48.7,300.0,7,40,17.5
493540,Figment,http://media.steampowered.com/steamcommunity/public/images/apps/493540/2715c4d5cba6b7f5a3a4b403a9723d86d8c68ea4.jpg,0,4.06,4.19,6.27,0,23,0.0
2325290,Sky: Children of the Light,http://media.steampowered.com/steamcommunity/public/images/apps/2325290/6901b8c6fdd72931f3eedcbbe07039e9c3a24be4.jpg,0,4.95,11.75,33.69,NA,NA,NA
582660,Black Desert,http://media.steampowered.com/steamcommunity/public/images/apps/582660/bf5ccace0a692720984827bf042143d0d4b28a42.jpg,189,95.08,299.27,2237.43,NA,NA,NA
2357570,Overwatch 2,http://media.steampowered.com/steamcommunity/public/images/apps/2357570/da42bd294c941d5947b1bc2c2b2efa1313d36a91.jpg,549,40.33,139.17,846.84,8,164,4.88
1144770,SLUDGE LIFE,http://media.steampowered.com/steamcommunity/public/images/apps/1144770/cd91eebd4b1f4064f460769fd8477fb7a6a2bffa.jpg,0,2.16,3.08,4.26,0,14,0.0
2376580,TRIBE NINE,http://media.steampowered.com/steamcommunity/public/images/apps/2376580/3169345211b04493b9e1db90147e2a61e61497fc.jpg,0,25.0,0.0,0.0,0,10,0.0
2386720,STRAFTAT,http://media.steampowered.com/steamcommunity/public/images/apps/2386720/b068dd4be06a24096030295d4790caa23ff7de59.jpg,0,1.89,2.72,3.0,0,10,0.0
2415010,A Date with Death,http://media.steampowered.com/steamcommunity/public/images/apps/2415010/e74a1d972d9bea2fef64136226a5316aeca633f0.jpg,0,3.38,6.51,6.91,0,17,0.0
2429640,THRONE AND LIBERTY,http://media.steampowered.com/steamcommunity/public/images/apps/2429640/2f68e286764ecc7774825d4f122d557259e0089d.jpg,0,27.99,83.59,201.17,0,48,0.0
489630,"Warhammer 40,000: Gladius - Relics of War",http://media.steampowered.com/steamcommunity/public/images/apps/489630/ba6ea4fbeec62073763e103450e8aa7c5373d010.jpg,0,10.91,24.5,54.08,0,166,0.0
443910,TGV Voyages Train Simulator,http://media.steampowered.com/steamcommunity/public/images/apps/443910/0528f1a6691fcb037f9a799cda9c35f0a3a26a48.jpg,0,0.0,0.0,0.0,NA,NA,NA
2507950,Delta Force,http://media.steampowered.com/steamcommunity/public/images/apps/2507950/52bc6c4bf0c232cf30d66eb3d1638bf099bc6061.jpg,0,4.82,0.0,0.0,0,53,0.0
1203220,NARAKA: BLADEPOINT,http://media.steampowered.com/steamcommunity/public/images/apps/1203220/8055e7baa81ce2084d7daa42233983967956abb0.jpg,0,21.67,100.0,109.9,0,40,0.0
2524890,Pixel Gun 3D: PC Edition,http://media.steampowered.com/steamcommunity/public/images/apps/2524890/74fa3fd8d35a1b1cce00dc7831078c5cfedb1a6c.jpg,0,4.88,0.0,0.0,0,16,0.0
2529130,URBO: Dream One,http://media.steampowered.com/steamcommunity/public/images/apps/2529130/2ebf866629e29415a821f47ac7dccc698fb292d7.jpg,0,0.33,0.68,0.94,0,10,0.0
2551020,One-armed robber,http://media.steampowered.com/steamcommunity/public/images/apps/2551020/810402b02588c37cc459b1a39896ab9377ba616a.jpg,282,0.0,8.24,0.0,9,43,20.93
2478970,Tomb Raider I-III Remastered Starring Lara Croft,http://media.steampowered.com/steamcommunity/public/images/apps/2478970/7bd910d66157ffcadd96bcd9333dd45f318e5c58.jpg,34,36.75,65.46,90.25,0,269,0.0
2641470,Spectre Divide,http://media.steampowered.com/steamcommunity/public/images/apps/2641470/15966b181f62d666fde66ebaface3fd170d03fca.jpg,0,0.0,0.0,0.0,0,17,0.0
2674590,Beltmatic,http://media.steampowered.com/steamcommunity/public/images/apps/2674590/3c7757e571b838232e64b7dba3be98df5f0e5b0e.jpg,715,15.35,19.28,37.33,6,10,60.0
2696480,Nothing,http://media.steampowered.com/steamcommunity/public/images/apps/2696480/9be54715085c46d29845a003420231e7064382fb.jpg,0,0.17,0.0,0.17,NA,NA,NA
547050,RYB,http://media.steampowered.com/steamcommunity/public/images/apps/547050/59d196af870e4501ae483c27fff2ab2d56400dd9.jpg,0,1.53,0.0,1.84,NA,NA,NA
2707930,Palia,http://media.steampowered.com/steamcommunity/public/images/apps/2707930/98de4ad85ffe8ab6d7b73f5aeb5b8295304fa6eb.jpg,0,67.5,69.54,400.0,0,52,0.0
2763740,Revolution Idle,http://media.steampowered.com/steamcommunity/public/images/apps/2763740/82afae56cfd88514886adb316b6d0f672dcbfaea.jpg,19377,255.67,347.86,455.0,70,160,43.75
2767030,Marvel Rivals,http://media.steampowered.com/steamcommunity/public/images/apps/2767030/839b4712925b95702ca56e0c4d399adf54f4d617.jpg,197,19.15,33.19,95.05,3,40,7.5
235900,RPG Maker XP,http://media.steampowered.com/steamcommunity/public/images/apps/235900/d4fae8dbf49b2d8fda0aa9d74323529e41d200a2.jpg,0,9.22,0.0,0.0,NA,NA,NA
2923300,Banana,http://media.steampowered.com/steamcommunity/public/images/apps/2923300/41985ff3280b153012eaaa7dbec6525f8cca22e4.jpg,2,0.05,0.08,0.79,1,1,100.0
2950340,LEGO Harry Potter Collection,http://media.steampowered.com/steamcommunity/public/images/apps/2950340/ee79cad5d32fa44d506ab91f85f225ce5d2869e5.jpg,0,27.5,32.19,54.13,0,84,0.0
630,Alien Swarm,http://media.steampowered.com/steamcommunity/public/images/apps/630/67126b5081b423af53f5e88e8e81d91b15daa644.jpg,0,3.53,10.7,19.27,0,66,0.0
1180660,Tell Me Why,http://media.steampowered.com/steamcommunity/public/images/apps/1180660/6eb40e6f71226ce5bea75601a1ec0f9d6f647dd1.jpg,0,9.71,11.15,13.73,0,30,0.0
2016590,Dark and Darker,http://media.steampowered.com/steamcommunity/public/images/apps/2016590/9dfa7ea1b799b795ab5795e8251b17e35ef2b8d8.jpg,0,0.0,0.0,0.0,NA,NA,NA
2051620,Enlisted,http://media.steampowered.com/steamcommunity/public/images/apps/2051620/aab3d3acc8f23fc838d252809aaf654b2ccbcca2.jpg,0,0.0,47.97,500.0,0,60,0.0
442070,Drawful 2,http://media.steampowered.com/steamcommunity/public/images/apps/442070/a2aab99a9ec657f817aff247593b3310cae44288.jpg,0,1.42,6.36,6.51,0,10,0.0
2828500,The Jackbox Megapicker,http://media.steampowered.com/steamcommunity/public/images/apps/2828500/0866a1d27e96a96c7d013c41eb6fa2ec6a935a7d.jpg,0,NA,NA,NA,NA,NA,NA
218620,PAYDAY 2,http://media.steampowered.com/steamcommunity/public/images/apps/218620/a6abc0d0c1e79c0b5b0f5c8ab81ce9076a542414.jpg,770,26.84,155.47,533.02,71,1328,5.35
729460,Distant Space 2,http://media.steampowered.com/steamcommunity/public/images/apps/729460/0c9c34d2e426d9086b95c7034a12981220a541ee.jpg,0,0.82,0.0,1.07,0,150,0.0
